nombre_aeropouerto,codigo_IATA,ISO_pais,ISO_region
CUMANÁ (ANTONIO JOSÉ DE SUCRE),CUM,VE,VE-R
PUERTO PAEZ,PPZ,VE,VE-C
EL DORADO,EOR,VE,VE-F
ELORZA,EOZ,VE,VE-C
GUASDALITO,GDO,VE,VE-C
GUIRIA,GUI,VE,VE-R
GUANARE,GUQ,VE,VE-P
HIGUEROTE,HGE,VE,VE-M
ICABARÚ,ICA,VE,VE-F
ANDRÉS MIGUEL SALAZAR MARCANO,ICC,VE,VE-O
JOSEFA CAMEJO INTERNATIONAL,LSP,VE,VE-I
KAVANAYEN,KAV,VE,VE-F
LA FRIA,LFR,VE,VE-S
LA CHINITA INTERNATIONAL,MAR,VE,VE-V
ALBERTO CARNEVALLI,MRD,VE,VE-L
DEL CARIBE SANTIAGO MARIÑO INTERNATIONAL,PMV,VE,VE-O
SIMÓN BOLÍVAR INTERNATIONAL,CCS,VE,VE-X
MATURÍN,MUN,VE,VE-N
ORO NEGRO,CBS,VE,VE-V
CACIQUE ARAMARE,PYH,VE,VE-Z
GENERAL BARTOLOME SALOM INTERNATIONAL,PBL,VE,VE-G
PEDERNALES,PDZ,VE,VE-Y
PERAI-TEPUY,PPH,VE,VE-F
PARAMILLO,SCI,VE,VE-S
GENERAL MANUEL CARLOS PIAR INTERNATIONAL,PZO,VE,VE-F
PALMARITO,PTM,VE,VE-C
LOS ROQUES,LRV,VE,VE-W
STEVENS VILLAGE,SVS,US,US-AK
SAN ANTONIO DEL TACHIRA,SVZ,VE,VE-S
SANTA BÁRBARA DE BARINAS,SBB,VE,VE-E
SANTA ELENA DE UAIREN,SNV,VE,VE-F
MAYOR BUENAVENTURA VIVAS INTERNATIONAL,STD,VE,VE-S
SUB TENIENTE NESTOR ARIAS,SNF,VE,VE-U
SAN FERNANDO DE APURE,SFD,VE,VE-C
SAN TOMÉ,SOM,VE,VE-B
SANTA BÁRBARA DEL ZULIA,STB,VE,VE-V
TUCUPITA,TUV,VE,VE-Y
TUMEREMO,TMO,VE,VE-F
URIMAN,URM,VE,VE-F
ARTURO MICHELENA INTERNATIONAL,VLN,VE,VE-G
JUAN PABLO PÉREZ ALFONSO,VIG,VE,VE-L
DR. ANTONIO NICOLÁS BRICEÑO,VLV,VE,VE-T
VALLE DE LA PASCUA,VDP,VE,VE-J
BARCELOS,BAZ,BR,BR-AM
WALFRIDO SALMITO DE ALMEIDA,JSB,BR,BR-CE
PONTES E LACERDA,LCB,BR,BR-MT
BORBA,RBB,BR,BR-AM
CARAUARI,CAF,BR,BR-AM
COSTA MARQUES,CQS,BR,BR-RO
DIAMANTINO,DMT,BR,BR-MT
DIANÓPOLIS,DNO,BR,BR-TO
SIWEA,SWE,PG,PG-MPL
EIRUNEPÉ,ERN,BR,BR-AM
CANARANA,CQA,BR,BR-MT
SÃO FÉLIX DO ARAGUAIA,SXO,BR,BR-MT
SATWAG,SWG,PG,PG-MPL
GURUPI,GRP,BR,BR-TO
ARAGUAÍNA,AUX,BR,BR-TO
OLHOS D`ÁGUA,GGB,BR,BR-MT
HUMAITÁ,HUW,BR,BR-AM
IPIRANGA,IPG,BR,BR-AM
SANTA IZABEL DO MORRO,IDO,BR,BR-TO
JI-PARANÁ,JPR,BR,BR-RO
JUÍNA,JIA,BR,BR-MT
JURUENA,JRN,BR,BR-MT
JATAÍ,JTI,BR,BR-GO
CÁCERES,CCX,BR,BR-MT
COARI,CIZ,BR,BR-AM
CATALÃO,TLZ,BR,BR-GO
LÁBREA,LBR,BR,BR-AM
GENERAL LEITE DE CASTRO,RVD,BR,BR-GO
MAUÉS,MBZ,BR,BR-AM
NOVO ARIPUANÃ,NVP,BR,BR-AM
NOVO CAMPO,BCR,BR,BR-AM
NIQUELÂNDIA,NQL,BR,BR-GO
ANÁPOLIS,APS,BR,BR-GO
FONTE BOA,FBA,BR,BR-AM
PARINTINS,PIN,BR,BR-AM
PIMENTA BUENO,PBQ,BR,BR-U-A
FAZENDA PIRAGUASSU,PBX,BR,BR-MT
SILUR,SWR,PG,PG-NIK
ARRAIAS,AAI,BR,BR-TO
MAESTRO MARINHO FRANCO,ROO,BR,BR-MT
ARIPUANÃ,AIR,BR,BR-MT
PRESIDENTE JOÃO BATISTA FIGUEIREDO,OPS,BR,BR-MT
SANTA TEREZINHA,STZ,BR,BR-MT
TAPURUQUARA,IRZ,BR,BR-AM
TANGARÁ DA SERRA,TGQ,BR,BR-MT
FAZENDA TUCUNARÉ,AZL,BR,BR-MT
TAGUATINGA,QHN,BR,BR-TO
SÃO MIGUEL DO ARAGUAIA,SQM,BR,BR-GO
VILA BELA DA SANTÍSSIMA TRINDADE,MTG,BR,BR-MT
VILA RICA,VLP,BR,BR-MT
REGIONAL ORLANDO VILLAS BOAS,MBK,BR,BR-MT
XAVANTINA,NOK,BR,BR-MT
APUÍ,IUP,BR,BR-AM
SEHULEA,SXH,PG,PG-MBA
NUNAM IQUA,SXP,US,US-AK
AISHALTON,AHL,GY,GY-UT
ANNAI,NAI,GY,GY-UT
BARAMITA,BMJ,GY,GY-BA
BARTICA A,GFO,GY,GY-CU
CHEDDI JAGAN INTERNATIONAL,GEO,GY,GY-DE
EUGENE F. CORREIRA INTERNATIONAL,OGL,GY,GY-DE
IMBAIMADAI,IMB,GY,GY-CU
KAMARANG,KAR,GY,GY-CU
KARANAMBO,KRM,GY,GY-UT
KARASABAI,KRG,GY,GY-UT
KATO,KTO,GY,GY-PT
KONAWARUK,KKG,GY,GY-PT
LUMID PAU,LUB,GY,GY-UT
LETHEM,LTM,GY,GY-UT
MABARUMA,USI,GY,GY-BA
MAHDIA,MHA,GY,GY-PT
MAIKWAK,VEG,GY,GY-PT
MONKEY MOUNTAIN,MYM,GY,GY-PT
MATTHEWS RIDGE,MWJ,GY,GY-BA
STANTON AIRFIELD,SYN,US,US-MN
NEW AMSTERDAM,QSX,GY,GY-EB
ORINDUIK,ORJ,GY,GY-PT
PARAMAKATOI,PMT,GY,GY-PT
PARUIMA,PRR,GY,GY-CU
SAND CREEK,SDC,GY,GY-UT
SKELDON,SKM,GY,GY-EB
SANTA CRUZ ISLAND,SZN,US,US-CA
SANTA PAULA,SZP,US,US-CA
QINGDAO JIAODONG INTERNATIONAL,TAO,CN,CN-37
V.C. BIRD INTERNATIONAL,ANU,AG,AG-03
CODRINGTON,BBQ,AG,AG-10
TIMBUNKE,TBE,PG,PG-ESW
GRANTLEY ADAMS INTERNATIONAL,BGI,BB,BB-01
TARABO,TBQ,PG,PG-EHG
TABAL AIRSTRIP,TBV,MH,MH-AUR
TINBOLI,TCK,PG,PG-ESW
TAKOTNA,TCT,US,US-AK
TETEBEDI,TDB,PG,PG-NPP
CANEFIELD,DCF,DM,DM-10
DOUGLAS-CHARLES,DOM,DM,DM-02
SASEREME,TDS,PG,PG-WPD
TERAPO,TEO,PG,PG-GPK
TIFALMIN,TFB,PG,PG-SAN
LA DÉSIRADE,DSD,GP,GP-U-A
BASSE-TERRE BAILLIF,BBR,GP,GP-U-A
ST-FRANÇOIS,SFC,GP,GP-U-A
MARTINIQUE AIMÉ CÉSAIRE INTERNATIONAL,FDF,MQ,MQ-U-A
GRAND CASE-ESPÉRANCE,SFG,MF,MF-U-A
SAINT BARTHÉLEMY - RÉMY DE HAENEN,SBH,BL,BL-U-A
LES BASES,GBJ,GP,GP-U-A
POINTE-À-PITRE LE RAIZET INTERNATIONAL ,PTP,GP,GP-U-A
TERRE-DE-HAUT,LSS,GP,GP-U-A
TAGULA,TGL,PG,PG-MBA
POINT SALINES INTERNATIONAL,GND,GD,GD-GE
LAURISTON,CRU,GD,GD-PA
CYRIL E. KING,STT,VI,VI-U-A
HENRY E ROHLSEN,STX,VI,VI-U-A
ANTONIO NERY JUARBE POL,ARE,PR,PR-U-A
RAFAEL HERNÁNDEZ INTERNATIONAL,BQN,PR,PR-U-A
TICANTIKI,TJC,PA,PA-KY
BENJAMIN RIVERA NORIEGA,CPX,PR,PR-U-A
FERNANDO LUIS RIBAS DOMINICCI,SIG,PR,PR-U-A
EUGENIO MARIA DE HOSTOS,MAZ,PR,PR-U-A
MERCEDITA,PSE,PR,PR-U-A
JOSÉ APONTE DE LA TORRE,NRR,PR,PR-U-A
LUIS MUNOZ MARIN INTERNATIONAL,SJU,PR,PR-U-A
ANTONIO RIVERA RODRIGUEZ,VQS,PR,PR-U-A
ROBERT L. BRADSHAW INTERNATIONAL,SKB,KN,KN-U-A
VANCE W. AMORY INTERNATIONAL,NEV,KN,KN-U-A
TUMOLBIL,TLP,PG,PG-SAN
GEORGE F. L. CHARLES,SLU,LC,LC-02
HEWANORRA INTERNATIONAL,UVF,LC,LC-11
TULUKSAK,TLT,US,US-AK
KERKI,KEA,TM,TM-L
ENFIDHA - HAMMAMET INTERNATIONAL,NBE,TN,TN-51
QUEEN BEATRIX INTERNATIONAL,AUA,AW,AW-U-A
FLAMINGO INTERNATIONAL,BON,BQ,BQ-U-A
HATO INTERNATIONAL,CUR,CW,CW-U-A
F. D. ROOSEVELT,EUX,BQ,BQ-U-A
PRINCESS JULIANA INTERNATIONAL,SXM,SX,SX-U-A
JUANCHO E. YRAUSQUIN,SAB,BQ,BQ-U-A
JUMANDY,TNW,EC,EC-N
TOROKINA,TOK,PG,PG-NSB
PORT ALSWORTH,PTA,US,US-AK
TAPETA,TPT,LR,LR-NI
CLAYTON J LLOYD INTERNATIONAL,AXA,AI,AI-U-A
BINGÖL ÇELTIKSUYU,BGG,TR,TR-12
JOHN A. OSBORNE,MNI,MS,MS-U-A
TANACROSS,TSG,US,US-AK
TSILE TSILE,TSI,PG,PG-MPL
TOBAGO-CROWN POINT,TAB,TT,TT-WTO
PIARCO INTERNATIONAL,POS,TT,TT-TUP
TUPILE,TUE,PA,PA-KY
TUM,TUJ,ET,ET-SN
CAPTAIN AUGUSTE GEORGE,NGD,VG,VG-U-A
TERRANCE B. LETTSOME INTERNATIONAL,EIS,VG,VG-U-A
VIRGIN GORDA,VIJ,VG,VG-U-A
ARGYLE INTERNATIONAL,SVD,VC,VC-04
J F MITCHELL,BQU,VC,VC-06
CANOUAN,CIW,VC,VC-06
MUSTIQUE,MQS,VC,VC-06
UNION ISLAND INTERNATIONAL,UNI,VC,VC-06
DONGSHA ISLAND (PRATAS ISLAND),DSX,TW,TW-KHH
QIMEI,CMJ,TW,TW-PEN
TUMXUK TANGWANGCHENG,TWC,CN,CN-65
L.F. WADE INTERNATIONAL INTERNATIONAL,BDA,BM,BM-U-A
TYONEK,TYE,US,US-AK
MCHAURU,GIT,TZ,TZ-18
LUSHOTO,LUY,TZ,TZ-25
TSIMIRORO,TZO,MG,MG-U
DUBOIS MUNICIPAL,DBS,US,US-ID
MYRHOROD AIR BASE,MXR,UA,UA-53
KAKHNOVKA AIRFIELD,KHU,UA,UA-53
ALMATY INTERNATIONAL,ALA,KZ,KZ-ALM
BALKHASH,BXH,KZ,KZ-KAR
BORALDAY,BXJ,KZ,KZ-ALM
TALDYKORGAN,TDK,KZ,KZ-ALM
NURSULTAN NAZARBAYEV INTERNATIONAL,NQZ,KZ,KZ-AKM
KOKSHETAU,KOV,KZ,KZ-AKM
PETROPAVL,PPK,KZ,KZ-SEV
TARAZ,DMB,KZ,KZ-ZHA
MOUNT AUE,UAE,PG,PG-JI
ISSYK-KUL INTERNATIONAL,IKU,KG,KG-Y
MANAS INTERNATIONAL,FRU,KG,KG-C
OSH,OSS,KG,KG-O
SHYMKENT,CIT,KZ,KZ-YUZ
HAZRAT SULTAN INTERNATIONAL,HSA,KZ,KZ-YUZ
ZHEZKAZGAN,DZN,KZ,KZ-KAR
SARY-ARKA,KGF,KZ,KZ-KAR
KYZYLORDA,KZO,KZ,KZ-KZY
URALSK,URA,KZ,KZ-ZAP
EKIBASTUZ,EKB,KZ,KZ-PAV
UST-KAMENOGORSK,UKK,KZ,KZ-VOS
PAVLODAR,PWQ,KZ,KZ-PAV
SEMIPALATINSK,PLX,KZ,KZ-VOS
ZAYSAN,SZI,KZ,KZ-VOS
AKTAU,SCO,KZ,KZ-MAN
ATYRAU INTERNATIONAL,GUW,KZ,KZ-ATY
AKTOBE,AKX,KZ,KZ-AKT
ARKALYK NORTH,AYK,KZ,KZ-KUS
KOSTANAY WEST,KSN,KZ,KZ-KUS
HEYDAR ALIYEV INTERNATIONAL,GYD,AZ,AZ-BA
GANJA INTERNATIONAL,KVD,AZ,AZ-GA
LANKARAN INTERNATIONAL,LLK,AZ,AZ-LA
NAKHCHIVAN,NAJ,AZ,AZ-NX
GABALA INTERNATIONAL,GBB,AZ,AZ-QAB
ZAQATALA INTERNATIONAL,ZTU,AZ,AZ-ZAQ
YEVLAKH,YLV,AZ,AZ-YE
BUIN,UBI,PG,PG-NSB
SHIRAK INTERNATIONAL,LWN,AM,AM-SH
ZVARTNOTS INTERNATIONAL,EVN,AM,AM-ER
BATAGAY,BQJ,RU,RU-SA
SAKKYRYR,SUK,RU,RU-SA
UST-KUYGA,UKG,RU,RU-SA
TALAKAN,TLK,RU,RU-SA
ALDAN,ADH,RU,RU-SA
YAKUTSK,YKS,RU,RU-SA
CHULMAN,NER,RU,RU-SA
MOMA,MQJ,RU,RU-SA
MAGAN,GYG,RU,RU-SA
OLYOKMINSK,OLZ,RU,RU-SA
UST-NERA,USR,RU,RU-SA
UST-MAYA,UMS,RU,RU-SA
VERKHNEVILYUISK,VHV,RU,RU-SA
NYURBA,NYR,RU,RU-SA
SUNTAR,SUY,RU,RU-SA
VILYUISK,VYI,RU,RU-SA
LENSK,ULK,RU,RU-SA
OLENYOK,ONK,RU,RU-SA
POLYARNY,PYJ,RU,RU-SA
MIRNY,MJZ,RU,RU-SA
SASKYLAKH,SYS,RU,RU-SA
BELAYA GORA,BGN,RU,RU-SA
SREDNEKOLYMSK,SEK,RU,RU-SA
CHOKURDAKH,CKH,RU,RU-SA
CHERSKIY,CYX,RU,RU-SA
TIKSI,IKS,RU,RU-SA
ZYRYANKA,ZKP,RU,RU-SA
SAVANNAH AIRSTRIP,KHX,UG,UG-W
MOYO,OYG,UG,UG-N
UGASHIK BAY,UGB,US,US-AK
DAVID THE BUILDER KUTAISI INTERNATIONAL,KUT,GE,GE-IM
BATUMI INTERNATIONAL,BUS,GE,GE-AJ
SUKHUMI BABUSHARA /  VLADISLAV ARDZINBA INTERNATIONAL,SUI,GE,GE-AB
TBILISI INTERNATIONAL,TBS,GE,GE-TB
IGNATYEVO,BQS,RU,RU-AMU
MAGDAGACHI,GDG,RU,RU-AMU
TYNDA,TYD,RU,RU-AMU
KHABAROVSK NOVY,KHV,RU,RU-KHA
KOMSOMOLSK-ON-AMUR,KXK,RU,RU-KHA
SOVETSKAYA GAVAN (MAYGATKA),GVN,RU,RU-KHA
UGOLNY YURI RYKTHEU,DYR,RU,RU-CHU
PROVIDENIYA BAY,PVS,RU,RU-CHU
KEPERVEEM,KPW,RU,RU-CHU
SOKOL,GDX,RU,RU-MAG
MARKOVO,KVM,RU,RU-CHU
PEVEK,PWE,RU,RU-CHU
SEVERO-EVENSK,SWV,RU,RU-MAG
BOGORODSKOYE,BQG,RU,RU-KHA
NIKOLAYEVSK-NA-AMURE,NLI,RU,RU-KHA
OKHOTSK,OHO,RU,RU-KHA
YELIZOVO,PKC,RU,RU-KAM
BUREVESTNIK,BVV,RU,RU-SAK
OKHA,OHH,RU,RU-SAK
ITURUP,ITU,RU,RU-SAK
SHAKHTYORSK,EKS,RU,RU-SAK
YUZHNO-KURILSK MENDELEYEVO,DEE,RU,RU-SAK
ZONALNOYE,ZZO,RU,RU-SAK
YUZHNO-SAKHALINSK,UUS,RU,RU-SAK
AMGU,AEM,RU,RU-PRI
SVETLAYA,ETL,RU,RU-PRI
YEDINKA,EDN,RU,RU-PRI
KAVALEROVO,KVR,RU,RU-PRI
PLASTUN,TLY,RU,RU-PRI
TERNEY,NEI,RU,RU-PRI
VLADIVOSTOK INTERNATIONAL,VVO,RU,RU-PRI
CHITA-KADALA INTERNATIONAL,HTA,RU,RU-CHI
BRATSK,BTK,RU,RU-IRK
UST-ILIMSK,UIK,RU,RU-IRK
IRKUTSK INTERNATIONAL,IKT,RU,RU-IRK
BODAYBO,ODO,RU,RU-IRK
YERBOGACHEN,ERG,RU,RU-IRK
KIRENSK,KCK,RU,RU-IRK
PREOBRAZHENIYE,RZH,RU,RU-PRI
UST-KUT,UKX,RU,RU-IRK
BAIKAL INTERNATIONAL,UUD,RU,RU-BU
UJAE ATOLL,UJE,MH,MH-UJA
ULJIN,UJN,KR,KR-47
BORYSPIL INTERNATIONAL,KBP,UA,UA-32
KRAMATORSK,KRQ,UA,UA-14
MARIUPOL INTERNATIONAL,MPW,UA,UA-14
SIEVIERODONETSK,SEV,UA,UA-09
LUHANSK INTERNATIONAL,VSG,UA,UA-09
DNIPROPETROVSK INTERNATIONAL,DNK,UA,UA-12
ZAPORIZHZHIA INTERNATIONAL,OZH,UA,UA-23
KRYVYI RIH INTERNATIONAL,KWG,UA,UA-12
SEVASTOPOL INTERNATIONAL / BELBEK AIR BASE,UKS,UA,UA-43
SIMFEROPOL INTERNATIONAL,SIP,UA,UA-43
KERCH,KHC,UA,UA-43
MUKHAIZNA,UKH,OM,OM-WU
KHARKIV INTERNATIONAL,HRK,UA,UA-63
SUPRUNOVKA,PLV,UA,UA-53
SUMY,UMY,UA,UA-59
CHERKASY INTERNATIONAL,CKC,UA,UA-71
KIROVOGRAD,KGO,UA,UA-35
KIEV ZHULIANY INTERNATIONAL,IEV,UA,UA-32
GOSTOMEL,GML,UA,UA-32
ZHYTOMYR,ZTR,UA,UA-18
LUTSK,UCK,UA,UA-07
KHMELNYTSKYI,HMJ,UA,UA-68
IVANO-FRANKIVSK INTERNATIONAL,IFO,UA,UA-26
LVIV INTERNATIONAL,LWO,UA,UA-46
CHERNIVTSI INTERNATIONAL,CWC,UA,UA-77
RIVNE INTERNATIONAL,RWN,UA,UA-19
UZHHOROD INTERNATIONAL,UDJ,UA,UA-21
KHERSON INTERNATIONAL,KHE,UA,UA-65
MYKOLAIV INTERNATIONAL,NLV,UA,UA-48
ODESSA INTERNATIONAL,ODS,UA,UA-51
VINNYTSIA/GAVYRYSHIVKA,VIN,UA,UA-05
TALAGI,ARH,RU,RU-ARK
LESHUKONSKOYE,LDG,RU,RU-ARK
NARYAN MAR,NNM,RU,RU-NEN
SOLOVKI,CSH,RU,RU-ARK
CHEREPOVETS,CEE,RU,RU-VLG
AMDERMA,AMV,RU,RU-NEN
VARANDEY,VRI,RU,RU-NEN
MAJEED BIN ABDULAZIZ,ULH,SA,SA-03
KOTLAS,KSZ,RU,RU-ARK
PULKOVO,LED,RU,RU-SPE
KIROVSK-APATITY,KVK,RU,RU-MUR
MURMANSK,MMK,RU,RU-MUR
VELIKIYE LUKI,VLU,RU,RU-PSK
PSKOV,PKV,RU,RU-PSK
PETROZAVODSK,PES,RU,RU-KR
VOLOGDA,VGD,RU,RU-VLG
BREST,BQT,BY,BY-BR
GOMEL,GME,BY,BY-HO
VITEBSK VOSTOCHNY,VTB,BY,BY-VI
KHRABROVO,KGD,RU,RU-KGD
HRODNA,GNA,BY,BY-HR
MINSK NATIONAL,MSQ,BY,BY-MI
MOGILEV,MVQ,BY,BY-MA
ABAKAN INTERNATIONAL,ABA,RU,RU-KK
BARNAUL,BAX,RU,RU-ALT
GORNO-ALTAYSK,RGK,RU,RU-AL
KEMEROVO,KEJ,RU,RU-KEM
YENISEYSK,EIE,RU,RU-KYA
PODKAMENNAYA TUNGUSKA,TGP,RU,RU-KYA
KRASNOYARSK INTERNATIONAL,KJA,RU,RU-KYA
ACHINSK,ACS,RU,RU-KYA
KYZYL,KYZ,RU,RU-TY
NOVOSIBIRSK TOLMACHEVO,OVB,RU,RU-NVS
OMSK CENTRAL,OMS,RU,RU-OMS
STREZHEVOY,SWT,RU,RU-TOM
BOGASHEVO,TOF,RU,RU-TOM
SPICHENKOVO,NOZ,RU,RU-KEM
DIKSON,DKS,RU,RU-KYA
KHATANGA,HTG,RU,RU-KYA
IGARKA,IAA,RU,RU-KYA
NORILSK-ALYKEL,NSK,RU,RU-KYA
TURUKHANSK,THX,RU,RU-KYA
ANAPA VITYAZEVO,AAQ,RU,RU-KDA
YEYSK,EIK,RU,RU-KDA
GELENDZHIK,GDZ,RU,RU-KDA
KRASNODAR PASHKOVSKY INTERNATIONAL,KRR,RU,RU-KDA
MAKHACHKALA UYTASH INTERNATIONAL,MCX,RU,RU-DA
MINERALNYYE VODY,MRV,RU,RU-STA
NALCHIK,NAL,RU,RU-KB
BESLAN,OGZ,RU,RU-SE
MAGAS,IGT,RU,RU-IN
STAVROPOL SHPAKOVSKOYE,STW,RU,RU-STA
PLATOV INTERNATIONAL,ROV,RU,RU-ROS
TAGANROG YUZHNY,TGK,RU,RU-ROS
SOCHI INTERNATIONAL,AER,RU,RU-KDA
ASTRAKHAN,ASF,RU,RU-AST
ELISTA,ESL,RU,RU-KL
VOLGOGRAD INTERNATIONAL,VOG,RU,RU-VGG
WILLISTON BASIN INTERNATIONAL,XWA,US,US-ND
SPIRIT LAKE MUNICIPAL,RTL,US,US-IA
CHELYABINSK BALANDINO,CEK,RU,RU-CHE
MAGNITOGORSK INTERNATIONAL,MQF,RU,RU-BA
SABETTA INTERNATIONAL,SBT,RU,RU-YAN
BOVANENKOVO,BVJ,RU,RU-YAN
SALEKHARD,SLY,RU,RU-YAN
MYS KAMENNY,YMK,RU,RU-YAN
KRASNOSELKUP,KKQ,RU,RU-YAN
TARKO-SALE,TQL,RU,RU-YAN
URENGOY,UEN,RU,RU-YAN
BEREZOVO,EZV,RU,RU-KHM
KHANTY MANSIYSK,HMA,RU,RU-KHM
IGRIM,IRM,RU,RU-KHM
NYAGAN,NYA,RU,RU-KHM
SOVETSKIY,OVS,RU,RU-KHM
URAY,URJ,RU,RU-KHM
BELOYARSKIY,EYK,RU,RU-KHM
IZHEVSK,IJK,RU,RU-UD
POBEDILOVO,KVX,RU,RU-KIR
NADYM,NYM,RU,RU-YAN
NOVY URENGOY,NUX,RU,RU-YAN
NIZHNEVARTOVSK,NJC,RU,RU-KHM
PERM INTERNATIONAL,PEE,RU,RU-PER
KOGALYM INTERNATIONAL,KGP,RU,RU-KHM
NEFTEYUGANSK,NFG,RU,RU-KHM
NOYABRSK,NOJ,RU,RU-YAN
SURGUT,SGC,RU,RU-KHM
KOLTSOVO,SVX,RU,RU-SVE
REMEZOV,RMZ,RU,RU-TYU
TOBOLSK,TOX,RU,RU-TYU
ROSHCHINO INTERNATIONAL,TJM,RU,RU-TYU
KURGAN,KRO,RU,RU-KGN
BALKANABAT,BKN,TM,TM-B
MONUMENT VALLEY,GMV,US,US-UT
ASHGABAT INTERNATIONAL,ASB,TM,TM-A
TURKMENBASHI INTERNATIONAL,KRW,TM,TM-B
MARY INTERNATIONAL,MYP,TM,TM-M
DASOGUZ,TAZ,TM,TM-D
TÜRKMENABAT INTERNATIONAL,CRZ,TM,TM-L
DUSHANBE,DYU,TJ,TJ-RR
KULOB,TJU,TJ,TJ-KT
KHUJAND,LBD,TJ,TJ-SU
QURGHONTEPPA INTERNATIONAL,KQT,TJ,TJ-KT
ANDIZHAN,AZN,UZ,UZ-AN
FERGANA INTERNATIONAL,FEG,UZ,UZ-FA
NAMANGAN,NMA,UZ,UZ-NG
NUKUS,NCU,UZ,UZ-QR
URGENCH,UGC,UZ,UZ-XO
NAVOI,NVI,UZ,UZ-NW
BUKHARA INTERNATIONAL,BHK,UZ,UZ-BU
KARSHI,KSQ,UZ,UZ-QA
SUGRALY,AFS,UZ,UZ-NW
SAMARKAND,SKD,UZ,UZ-SA
TERMEZ,TMJ,UZ,UZ-SU
TASHKENT INTERNATIONAL,TAS,UZ,UZ-TO
USTUPO,UTU,PA,PA-KY
KOSTROMA SOKERKINO,KMW,RU,RU-KOS
GRABTSEVO,KLF,RU,RU-KLU
IVANOVO SOUTH,IWA,RU,RU-IVA
STAROSELYE,RYB,RU,RU-YAR
BRYANSK,BZK,RU,RU-BRY
ZHUKOVSKY INTERNATIONAL,ZIA,RU,RU-MOS
DOMODEDOVO INTERNATIONAL,DME,RU,RU-MOS
TUNOSHNA,IAR,RU,RU-YAR
SHEREMETYEVO INTERNATIONAL,SVO,RU,RU-MOS
MIGALOVO AIR BASE,KLD,RU,RU-TVE
OSTAFYEVO INTERNATIONAL,OSF,RU,RU-MOS
CHKALOVSKIY AIR BASE,CKL,RU,RU-MOS
BELGOROD INTERNATIONAL,EGO,RU,RU-BEL
KURSK EAST,URS,RU,RU-KRS
LIPETSK,LPK,RU,RU-LIP
VORONEZH INTERNATIONAL,VOZ,RU,RU-VOR
ORYOL YUZHNY,OEL,RU,RU-ORL
DONSKOYE,TBW,RU,RU-TAM
MANUMU,UUU,PG,PG-CPM
TURLATOVO,RZN,RU,RU-RYA
KLOKOVO AIRFIELD,TYA,RU,RU-TUL
VNUKOVO INTERNATIONAL,VKO,RU,RU-MOS
UKHTA,UCT,RU,RU-KO
INTA,INA,RU,RU-KO
PECHORA,PEX,RU,RU-KO
USINSK,USK,RU,RU-KO
VORKUTA,VKT,RU,RU-KO
UST-TSYLMA,UTS,RU,RU-KO
SYKTYVKAR,SCW,RU,RU-KO
NIZHNY NOVGOROD STRIGINO INTERNATIONAL,GOJ,RU,RU-NIZ
BUGULMA,UUA,RU,RU-TA
KAZAN INTERNATIONAL,KZN,RU,RU-TA
BEGISHEVO,NBC,RU,RU-TA
YOSHKAR-OLA,JOK,RU,RU-ME
CHEBOKSARY,CSY,RU,RU-CU
ZHIGANSK,ZIX,RU,RU-SA
ULYANOVSK BARATAYEVKA,ULV,RU,RU-ULY
ULYANOVSK EAST,ULY,RU,RU-ULY
ORENBURG CENTRAL,REN,RU,RU-ORE
ORSK,OSW,RU,RU-ORE
PENZA,PEZ,RU,RU-PNZ
SARANSK,SKX,RU,RU-MO
BALAKOVO,BWO,RU,RU-SAR
GAGARIN INTERNATIONAL,GSV,RU,RU-SAR
BELORETSK,BCX,RU,RU-BA
NEFTEKAMSK,NEF,RU,RU-BA
OKTYABRSKIY,OKT,RU,RU-TA
UFA INTERNATIONAL,UFA,RU,RU-BA
KURUMOCH INTERNATIONAL,KUF,RU,RU-SAM
HOPE BAY AERODROME,UZM,CA,CA-NU
URZHAR,UZR,KZ,KZ-VOS
REWA- CHORHATA- REWA,REW,IN,IN-MP
DIU,DIU,IN,IN-DD
GONDIA,GDB,IN,IN-MM
SARDAR VALLABHBHAI PATEL INTERNATIONAL,AMD,IN,IN-GJ
AKOLA,AKD,IN,IN-MM
AURANGABAD,IXU,IN,IN-MM
CHHATRAPATI SHIVAJI INTERNATIONAL,BOM,IN,IN-MM
BILASPUR,PAB,IN,IN-CT
BHUJ,BHJ,IN,IN-GJ
BELAGAVI,IXG,IN,IN-KA
VADODARA,BDQ,IN,IN-GJ
RAJA BHOJ INTERNATIONAL,BHO,IN,IN-MP
BHAVNAGAR,BHU,IN,IN-GJ
DAMAN,NMB,IN,IN-DD
GUNA,GUX,IN,IN-MP
DABOLIM,GOI,IN,IN-GA
HUBLI,HBX,IN,IN-KA
DEVI AHILYABAI HOLKAR,IDR,IN,IN-MP
JABALPUR,JLR,IN,IN-MP
JAMNAGAR,JGA,IN,IN-GJ
KANDLA,IXY,IN,IN-GJ
KHAJURAHO,HJR,IN,IN-MP
KOLHAPUR,KLH,IN,IN-MM
KESHOD,IXK,IN,IN-GJ
NANDED,NDC,IN,IN-MM
DR. BABASAHEB AMBEDKAR INTERNATIONAL,NAG,IN,IN-MM
NASHIK,ISK,IN,IN-MM
PUNE / LOHAGAON AIR FORCE STATION,PNQ,IN,IN-MM
PORBANDAR,PBD,IN,IN-GJ
RATNAGIRI,RTC,IN,IN-MM
